k1,k2,k3,t1,t2,t3,loop,cost,accuracy
-1,-1,0,0,0,0,0,4.617064878048782,72.5609756097561
-1,-1,3,0,0,2,9,16.212388097560982,77.07317073170732
-1,-1,3,0,0,4,9,19.208574536585367,78.17073170731707
-1,-1,5,0,0,2,9,26.96174102439025,78.65853658536585
-1,-1,5,0,0,4,9,31.966636390243902,80.42682926829269
-1,-1,10,0,0,2,9,53.97378585365854,80.54878048780488
-1,-1,10,0,0,4,9,63.85801453658537,82.2560975609756
-1,0,-1,0,0,0,0,1.5004670731707315,64.63414634146342
-1,1,0,0,2,0,0,2.423322500000001,67.6829268292683
-1,1,0,0,4,0,0,3.30955207317073,69.51219512195121
-1,1,3,0,2,2,9,3.8883776219512205,67.8658536585366
-1,1,3,0,2,4,9,4.21269893902439,67.8658536585366
-1,1,3,0,4,2,9,5.631043048780486,70.30487804878048
-1,1,3,0,4,4,9,6.260161487804877,70.18292682926828
-1,1,5,0,2,2,9,5.259390792682927,68.10975609756098
-1,1,5,0,2,4,9,5.808709329268293,67.92682926829269
-1,1,5,0,4,2,9,7.815198219512193,70.60975609756098
-1,1,5,0,4,4,9,8.895594609756097,70.30487804878048
-1,1,10,0,2,2,9,8.75476474390244,68.65853658536587
-1,1,10,0,2,4,9,9.851871475609757,68.53658536585365
-1,1,10,0,4,2,9,13.315196073170732,71.58536585365853
-1,1,10,0,4,4,9,15.436743,71.28048780487805
-1,3,-1,0,2,0,9,4.962526006097562,69.6341463414634
-1,3,-1,0,4,0,9,5.918925762195121,72.07317073170731
-1,3,0,0,2,0,9,5.986015908536586,73.10975609756098
-1,3,0,0,4,0,9,6.8079924451219505,75.1219512195122
-1,3,3,0,2,2,9,8.56462893292683,74.32926829268293
-1,3,3,0,2,4,9,9.252850640243903,74.20731707317073
-1,3,3,0,4,2,9,9.049399664634146,75.79268292682927
-1,3,3,0,4,4,9,9.709273030487806,75.73170731707317
-1,3,5,0,2,2,9,10.925933469512197,74.6951219512195
-1,3,5,0,2,4,9,12.039232201219512,74.51219512195122
-1,3,5,0,4,2,9,11.11506444512195,75.97560975609755
-1,3,5,0,4,4,9,12.191030249999999,75.91463414634147
-1,3,10,0,2,2,9,16.921601518292682,75.42682926829268
-1,3,10,0,2,4,9,19.137375518292686,75.36585365853658
-1,3,10,0,4,2,9,16.36396288414634,76.64634146341463
-1,3,10,0,4,4,9,18.454100786585364,76.64634146341463
-1,5,-1,0,2,0,9,8.283633323170731,72.1951219512195
-1,5,-1,0,4,0,9,9.89207368902439,75.42682926829268
-1,5,0,0,2,0,9,8.962586591463413,74.51219512195122
-1,5,0,0,4,0,9,10.56697895731707,77.4390243902439
-1,5,3,0,2,2,9,10.677704445121948,75.42682926829268
-1,5,3,0,2,4,9,11.137485664634148,75.36585365853658
-1,5,3,0,4,2,9,12.240283932926827,77.92682926829269
-1,5,3,0,4,4,9,12.770386810975607,77.8658536585366
-1,5,5,0,2,2,9,12.218708932926829,75.48780487804878
-1,5,5,0,2,4,9,12.973438786585367,75.36585365853658
-1,5,5,0,4,2,9,13.791630567073172,78.04878048780488
-1,5,5,0,4,4,9,14.652657445121951,77.98780487804878
-1,5,10,0,2,2,9,16.16532381097561,76.09756097560975
-1,5,10,0,2,4,9,17.669538396341466,76.03658536585365
-1,5,10,0,4,2,9,17.7567576402439,78.59756097560975
-1,5,10,0,4,4,9,19.417301542682925,78.59756097560975
-1,10,-1,0,2,0,9,16.524386310975608,75.3048780487805
-1,10,-1,0,4,0,9,19.744101402439025,78.78048780487805
-1,10,0,0,2,0,9,17.148691579268295,76.46341463414635
-1,10,0,0,4,0,9,20.34466169512195,79.8780487804878
-1,10,3,0,2,2,9,18.71060250609756,76.95121951219512
-1,10,3,0,2,4,9,19.147194115853654,76.95121951219512
-1,10,3,0,4,2,9,21.827340426829267,80.3048780487805
-1,10,3,0,4,4,9,22.282160378048776,80.3048780487805
-1,10,5,0,2,2,9,20.109544408536586,76.95121951219512
-1,10,5,0,2,4,9,20.81768523780488,76.76829268292683
-1,10,5,0,4,2,9,23.19529291463414,80.3048780487805
-1,10,5,0,4,4,9,23.942963451219512,80.12195121951218
-1,10,10,0,2,2,9,23.726518798780482,77.5
-1,10,10,0,2,4,9,25.135198115853655,77.3780487804878
-1,10,10,0,4,2,9,26.688371353658535,80.79268292682927
-1,10,10,0,4,4,9,28.14322008536585,80.67073170731706
0,-1,-1,0,0,0,0,0.44146621951219545,56.70731707317073
1,-1,0,2,0,0,0,1.3853021341463412,64.63414634146342
1,-1,0,4,0,0,0,1.7280220121951222,66.46341463414635
1,-1,3,2,0,2,9,3.5151055,65.48780487804878
1,-1,3,2,0,4,9,4.0915875975609755,65.48780487804878
1,-1,3,4,0,2,9,4.5186613780487805,68.53658536585365
1,-1,3,4,0,4,9,5.2854365,68.47560975609757
1,-1,5,2,0,2,9,5.489616231707317,65.67073170731707
1,-1,5,2,0,4,9,6.468713890243904,65.73170731707317
1,-1,5,4,0,2,9,7.097496548780488,68.84146341463413
1,-1,5,4,0,4,9,8.401717719512197,68.90243902439025
1,-1,10,2,0,2,9,10.499843109756098,66.28048780487805
1,-1,10,2,0,4,9,12.418718524390245,66.58536585365854
1,-1,10,4,0,2,9,13.597881085365854,69.57317073170731
1,-1,10,4,0,4,9,16.16186947560976,69.9390243902439
1,0,-1,2,0,0,0,0.8146382317073168,62.80487804878049
1,0,-1,4,0,0,0,0.9884384756097562,64.63414634146342
1,1,-1,2,2,0,0,0.8644726829268292,62.80487804878049
1,1,-1,2,4,0,0,0.9208354878048777,62.80487804878049
1,1,-1,4,2,0,0,1.0529515853658538,64.63414634146342
1,1,-1,4,4,0,0,1.1284128658536583,64.63414634146342
1,1,0,2,2,0,0,1.2012712195121948,64.02439024390245
1,1,0,2,4,0,0,1.4283164634146337,64.63414634146342
1,1,0,4,2,0,0,1.3695101219512198,65.2439024390244
1,1,0,4,4,0,0,1.736106524390244,67.07317073170732
1,1,3,2,2,2,9,2.023299073170732,63.78048780487805
1,1,3,2,2,4,9,2.2276490243902436,63.78048780487805
1,1,3,2,4,2,9,2.636286560975609,64.51219512195122
1,1,3,2,4,4,9,3.0051729024390244,64.51219512195122
1,1,3,4,2,2,9,2.1278313414634145,65.0609756097561
1,1,3,4,2,4,9,2.3126324146341464,65.0609756097561
1,1,3,4,4,2,9,3.164359402439025,67.13414634146342
1,1,3,4,4,4,9,3.5894857926829262,67.01219512195122
1,1,5,2,2,2,9,2.762762536585366,63.84146341463415
1,1,5,2,2,4,9,3.1102981463414636,63.84146341463415
1,1,5,2,4,2,9,3.7612356341463413,64.57317073170732
1,1,5,2,4,4,9,4.4000668048780485,64.57317073170732
1,1,5,4,2,2,9,2.811042414634146,65.1219512195122
1,1,5,4,2,4,9,3.123923195121951,65.0609756097561
1,1,5,4,4,2,9,4.508640963414634,67.19512195121952
1,1,5,4,4,4,9,5.2430197439024395,67.01219512195122
1,1,10,2,2,2,9,4.725733999999999,64.26829268292683
1,1,10,2,2,4,9,5.421175463414634,64.45121951219512
1,1,10,2,4,2,9,6.652137048780488,65.1829268292683
1,1,10,2,4,4,9,7.8922196341463415,65.3658536585366
1,1,10,4,2,2,9,4.6230777804878045,65.54878048780488
1,1,10,4,2,4,9,5.245766317073171,65.67073170731707
1,1,10,4,4,2,9,7.915267451219513,67.8658536585366
1,1,10,4,4,4,9,9.346926573170732,67.8048780487805
1,3,-1,2,2,0,9,1.4449690243902436,62.5609756097561
1,3,-1,2,4,0,9,1.619336890243902,63.109756097560975
1,3,-1,4,2,0,9,1.8079860975609758,65.67073170731707
1,3,-1,4,4,0,9,2.0457398170731707,66.40243902439025
1,3,0,2,2,0,9,1.9478096097560977,64.51219512195122
1,3,0,2,4,0,9,2.1162412317073174,64.8170731707317
1,3,0,4,2,0,9,2.3075932195121958,67.3780487804878
1,3,0,4,4,0,9,2.5614402073170734,68.10975609756098
1,3,3,2,2,2,9,3.1659120487804873,64.69512195121952
1,3,3,2,2,4,9,3.496786682926829,64.69512195121952
1,3,3,2,4,2,9,3.3157450853658537,64.9390243902439
1,3,3,2,4,4,9,3.6550736219512188,64.9390243902439
1,3,3,4,2,2,9,3.506726829268293,67.8048780487805
1,3,3,4,2,4,9,3.8292462926829267,67.7439024390244
1,3,3,4,4,2,9,3.819973280487805,68.29268292682926
1,3,3,4,4,4,9,4.176518158536585,68.23170731707317
1,3,5,2,2,2,9,4.269164829268292,64.75609756097562
1,3,5,2,2,4,9,4.814028097560976,64.8170731707317
1,3,5,2,4,2,9,4.412827134146341,65.0609756097561
1,3,5,2,4,4,9,4.974499475609756,65.1219512195122
1,3,5,4,2,2,9,4.591109512195122,67.8048780487805
1,3,5,4,2,4,9,5.120706390243903,67.6829268292683
1,3,5,4,4,2,9,4.96453293902439,68.41463414634147
1,3,5,4,4,4,9,5.5540846463414635,68.35365853658537
1,3,10,2,2,2,9,7.152513268292683,65.2439024390244
1,3,10,2,2,4,9,8.25203892682927,65.48780487804878
1,3,10,2,4,2,9,7.264297573170732,65.48780487804878
1,3,10,2,4,4,9,8.358467036585367,65.79268292682927
1,3,10,4,2,2,9,7.412725951219513,68.29268292682926
1,3,10,4,2,4,9,8.48133624390244,68.35365853658537
1,3,10,4,4,2,9,7.92383074390244,68.84146341463413
1,3,10,4,4,4,9,9.07332698780488,68.96341463414635
1,5,-1,2,2,0,9,2.07443612804878,63.170731707317074
1,5,-1,2,4,0,9,2.3660872865853655,63.84146341463415
1,5,-1,4,2,0,9,2.6195212804878047,66.40243902439025
1,5,-1,4,4,0,9,3.015772073170732,67.25609756097562
1,5,0,2,2,0,9,2.4869989085365853,64.9390243902439
1,5,0,2,4,0,9,2.810219530487805,65.3658536585366
1,5,0,4,2,0,9,3.025530743902439,67.98780487804879
1,5,0,4,4,0,9,3.4674326097560972,68.71951219512195
1,5,3,2,2,2,9,3.4598394451219505,64.9390243902439
1,5,3,2,2,4,9,3.724242957317072,64.9390243902439
1,5,3,2,4,2,9,3.850135920731707,65.3048780487805
1,5,3,2,4,4,9,4.160659481707317,65.3048780487805
1,5,3,4,2,2,9,3.9775265487804874,68.10975609756098
1,5,3,4,2,4,9,4.23463625609756,68.04878048780488
1,5,3,4,4,2,9,4.535117292682928,68.78048780487805
1,5,3,4,4,4,9,4.854662463414634,68.71951219512195
1,5,5,2,2,2,9,4.333837201219512,64.9390243902439
1,5,5,2,2,4,9,4.775291347560975,64.9390243902439
1,5,5,2,4,2,9,4.821507823170731,65.3658536585366
1,5,5,2,4,4,9,5.331802652439024,65.42682926829269
1,5,5,4,2,2,9,4.834295621951219,68.10975609756098
1,5,5,4,2,4,9,5.261384304878048,68.04878048780488
1,5,5,4,4,2,9,5.527309243902439,68.84146341463413
1,5,5,4,4,4,9,6.053314756097561,68.78048780487805
1,5,10,2,2,2,9,6.638185884146342,65.42682926829269
1,5,10,2,2,4,9,7.518502469512194,65.60975609756098
1,5,10,2,4,2,9,7.335821823170733,65.79268292682927
1,5,10,2,4,4,9,8.328569140243902,66.03658536585367
1,5,10,4,2,2,9,7.088537963414634,68.59756097560975
1,5,10,4,2,4,9,7.936310109756097,68.71951219512195
1,5,10,4,4,2,9,8.086854707317075,69.26829268292683
1,5,10,4,4,4,9,9.110443341463416,69.39024390243902
1,10,-1,2,2,0,9,3.6263839329268297,64.51219512195122
1,10,-1,2,4,0,9,4.196698475609756,65.2439024390244
1,10,-1,4,2,0,9,4.637058292682927,67.6829268292683
1,10,-1,4,4,0,9,5.411515670731706,68.47560975609757
1,10,0,2,2,0,9,4.018089640243902,65.3048780487805
1,10,0,2,4,0,9,4.620454963414633,66.21951219512195
1,10,0,4,2,0,9,5.021087609756097,68.35365853658537
1,10,0,4,4,0,9,5.837987280487805,69.45121951219512
1,10,3,2,2,2,9,4.927988713414634,65.3658536585366
1,10,3,2,2,4,9,5.1778292987804875,65.3658536585366
1,10,3,2,4,2,9,5.609413451219512,66.15853658536585
1,10,3,2,4,4,9,5.909483792682927,66.15853658536585
1,10,3,4,2,2,9,5.914535512195123,68.47560975609757
1,10,3,4,2,4,9,6.15799556097561,68.47560975609757
1,10,3,4,4,2,9,6.836868304878049,69.45121951219512
1,10,3,4,4,4,9,7.141048353658536,69.45121951219512
1,10,5,2,2,2,9,5.7473384695121945,65.3658536585366
1,10,5,2,2,4,9,6.1636160304878045,65.3048780487805
1,10,5,2,4,2,9,6.524113353658536,66.15853658536585
1,10,5,2,4,4,9,7.023461304878048,66.09756097560975
1,10,5,4,2,2,9,6.711510195121951,68.47560975609757
1,10,5,4,2,4,9,7.116668097560975,68.41463414634147
1,10,5,4,4,2,9,7.758689231707317,69.45121951219512
1,10,5,4,4,4,9,8.265133524390244,69.39024390243902
1,10,10,2,2,2,9,7.908254664634145,65.67073170731707
1,10,10,2,2,4,9,8.737514615853659,65.79268292682927
1,10,10,2,4,2,9,8.86876925609756,66.28048780487805
1,10,10,2,4,4,9,9.841967695121951,66.40243902439025
1,10,10,4,2,2,9,8.81955556097561,68.78048780487805
1,10,10,4,2,4,9,9.624367073170733,68.90243902439025
1,10,10,4,4,2,9,10.114625231707315,69.57317073170731
1,10,10,4,4,4,9,11.096413329268294,69.6951219512195
3,-1,-1,2,0,0,9,1.4765289939024389,64.26829268292683
3,-1,-1,4,0,0,9,1.7542453231707313,66.58536585365854
3,-1,0,2,0,0,9,2.7179938231707323,70.0
3,-1,0,4,0,0,9,2.921451567073171,71.89024390243902
3,-1,3,2,0,2,9,5.826746750000001,71.58536585365853
3,-1,3,2,0,4,9,6.600642896341464,71.58536585365853
3,-1,3,4,0,2,9,5.857843615853659,73.41463414634146
3,-1,3,4,0,4,9,6.651597176829267,73.35365853658537
3,-1,5,2,0,2,9,8.665024164634147,72.1951219512195
3,-1,5,2,0,4,9,9.964074262195123,72.07317073170731
3,-1,5,4,0,2,9,8.56793025,73.90243902439025
3,-1,5,4,0,4,9,9.909138786585366,73.65853658536585
3,-1,10,2,0,2,9,15.872426457317072,73.23170731707317
3,-1,10,2,0,4,9,18.412780945121952,73.29268292682927
3,-1,10,4,0,2,9,15.442199420731708,74.8780487804878
3,-1,10,4,0,4,9,18.006113762195124,74.63414634146342
3,0,-1,2,0,0,9,1.9006043597560975,67.92682926829269
3,0,-1,4,0,0,9,2.16668318902439,69.93902439024392
3,1,0,2,2,0,9,2.3889490548780494,69.26829268292683
3,1,0,2,4,0,9,2.7085265,69.8170731707317
3,1,0,4,2,0,9,2.6378549024390248,71.21951219512195
3,1,0,4,4,0,9,3.003128707317073,71.95121951219512
3,1,3,2,2,2,9,3.3742668109756098,69.14634146341463
3,1,3,2,2,4,9,3.603188615853659,69.14634146341463
3,1,3,2,4,2,9,4.092843768292683,70.42682926829268
3,1,3,2,4,4,9,4.464013280487805,70.36585365853658
3,1,3,4,2,2,9,3.6092885121951217,71.09756097560975
3,1,3,4,2,4,9,3.834606609756097,71.03658536585365
3,1,3,4,4,2,9,4.504961390243903,72.6829268292683
3,1,3,4,4,4,9,4.917474804878049,72.5609756097561
3,1,5,2,2,2,9,4.2686403231707315,69.20731707317074
3,1,5,2,2,4,9,4.656322713414634,69.14634146341463
3,1,5,2,4,2,9,5.37597337804878,70.48780487804878
3,1,5,2,4,4,9,5.997637573170732,70.30487804878048
3,1,5,4,2,2,9,4.486643146341463,71.21951219512195
3,1,5,4,2,4,9,4.868648463414634,71.03658536585365
3,1,5,4,4,2,9,5.9112834878048774,72.80487804878048
3,1,5,4,4,4,9,6.616363634146341,72.5
3,1,10,2,2,2,9,6.591242030487806,69.69512195121952
3,1,10,2,2,4,9,7.363175884146341,69.8170731707317
3,1,10,2,4,2,9,8.65791406097561,71.28048780487805
3,1,10,2,4,4,9,9.891110109756099,71.21951219512195
3,1,10,4,2,2,9,6.778292463414635,71.76829268292683
3,1,10,4,2,4,9,7.536268121951219,71.64634146341463
3,1,10,4,4,2,9,9.496256463414635,73.65853658536585
3,1,10,4,4,4,9,10.848695731707318,73.35365853658537
3,3,-1,2,2,0,9,2.841960518292683,69.08536585365853
3,3,-1,2,4,0,9,3.0751727743902437,69.32926829268293
3,3,-1,4,2,0,9,3.06104331097561,71.28048780487805
3,3,-1,4,4,0,9,3.294612396341463,71.40243902439025
3,3,0,2,2,0,9,3.484049835365854,70.60975609756098
3,3,0,2,4,0,9,3.6411646280487795,70.85365853658536
3,3,0,4,2,0,9,3.6607150182926826,72.80487804878048
3,3,0,4,4,0,9,3.897134981707316,73.04878048780488
3,3,3,2,2,2,9,5.052304274390243,71.15853658536585
3,3,3,2,2,4,9,5.462497493902439,71.15853658536585
3,3,3,2,4,2,9,5.017126725609755,71.09756097560975
3,3,3,2,4,4,9,5.394812530487805,71.09756097560975
3,3,3,4,2,2,9,5.123511652439024,73.41463414634146
3,3,3,4,2,4,9,5.511774091463414,73.35365853658537
3,3,3,4,4,2,9,5.368212737804878,73.29268292682927
3,3,3,4,4,4,9,5.80076868902439,73.23170731707317
3,3,5,2,2,2,9,6.479446420731706,71.34146341463415
3,3,5,2,2,4,9,7.148625249999999,71.28048780487805
